Motion,20%,40%,60%,80%
Full Grasp (Grip),19.888589982986453,39.777179965972906,59.66576994895935,79.55435993194581
Pinch (Index Finger),5.805036764144898,11.610073528289796,17.415110292434694,23.22014705657959
Pinch (Middle Finger),10.12633960796308,20.25267921592616,30.379018823889236,40.50535843185232
